id,premises_name,legal_entity,address,town,region
kensington-pharmacy-northland,Kensington Pharmacy,Kensington Pharmacy Limited,"Shop 1, 4 Kensington Avenue Kensington Whangarei 0112, Northland",Northland,Northern
kingsland-pharmacy-auckland,Kingsland Pharmacy,Kingsland Limited,"491 New North Road Kingsland AUCKLAND 1021, Auckland",Auckland,Northern
lab-pharmacy-waitemat,LAB Pharmacy,Kotahi Te Hauora Limited,"3/3 Akoranga Drive Northcote Auckland 0627, Waitematā",Waitematā,Northern
lake-road-pharmacy-waitemat,Lake Road Pharmacy,YUDC Limited,"349 Lake Road Hauraki Auckland 0622, Waitematā",Waitematā,Northern
lambs-pharmacy-natural-therapies-centre-auckland,Lambs Pharmacy & Natural Therapies Centre,Lambs Pharmacy & Natural Therapies Centre (1994) Limited,"173 Karangahape Road Newton AUCKLAND 1010, Auckland",Auckland,Northern
library-lane-pharmacy-waitemat,Library Lane Pharmacy,TM Albany Limited,"Unit 1C 40 Library Lane Albany Auckland 0632, Waitematā",Waitematā,Northern
liddells-pharmacy-counties-manukau,Liddells Pharmacy,Liddells Pharmacy Limited,"48 King Street Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
life-pharmacy-albany-waitemat,Life Pharmacy Albany,Life Pharmacy Albany Limited,"Shop 211, Westfield Albany 219 Don McKinnon Drive Albany AUCKLAND 0632, Waitematā",Waitematā,Northern
life-pharmacy-birkenhead-waitemat,Life Pharmacy Birkenhead,Birkenhead Pharmacy (2011) Limited,"32 Mokoia Road Birkenhead Auckland 0626, Waitematā",Waitematā,Northern
life-pharmacy-commercial-bay-auckland,Life Pharmacy Commercial Bay,Endeavour Pharmacy (2016) Limited,"Shop 12, Commercial Bay Level 1, 7 Queen Street Auckland Central Auckland 1010, Auckland",Auckland,Northern
life-pharmacy-eastridge-auckland,Life Pharmacy Eastridge,Eastridge Pharmacy 2018 Limited,"Shop 24, Eastridge Mall 215 Kepa Road Mission Bay Auckland 1071, Auckland",Auckland,Northern
life-pharmacy-franklin-s-waitemat,Life Pharmacy Franklin's,Franklins Pharmacy 2006 Limited,"Ground Floor, 48 Queen Street WARKWORTH 0910, Waitematā",Waitematā,Northern
life-pharmacy-manukau-counties-manukau,Life Pharmacy Manukau,Manukau Pharmacy (2011) Limited,"Shop 38, Westfield Shopping Centre, Corner Great South Road & Wiri Station Road, Manukau, Auckland, 2241, Counties Manukau",Counties Manukau,Northern
life-pharmacy-meadowbank-auckland,Life Pharmacy Meadowbank,Meadowbank Pharmacy Limited,"Shop 2, Meadowbank Shopping Centre, 35 St Johns Road, Saint Johns, Auckland 1072, Auckland",Auckland,Northern
life-pharmacy-milford-waitemat,Life Pharmacy Milford,Beauty & Vitality Limited,"Shop M106, Milford Shopping Centre 24 Milford Road Milford Auckland 0620, Waitematā",Waitematā,Northern
life-pharmacy-newmarket-auckland,Life Pharmacy Newmarket,Pharmacy 277 Limited,"Shop S334, Westfield Newmarket, Level 3, 277 - 309 Broadway, Newmarket, Auckland, 1023, Auckland",Auckland,Northern
life-pharmacy-northwest-waitemat,Life Pharmacy Northwest,Northwest Life Pharmacy Limited,"Shop 7/1-7 Fred Taylor Drive, Westgate, Auckland, 0814, Waitematā",Waitematā,Northern
life-pharmacy-orewa-waitemat,Life Pharmacy Orewa,Orewa Care Chemist Limited,"8D Tamariki Ave OREWA BEACH 0931, Waitematā",Waitematā,Northern
life-pharmacy-papakura-counties-manukau,Life Pharmacy Papakura,Guys Pharmacy (2001) Limited,"Roselands Shopping Centre, 1/94 and 96-98 Great South Road, Papakura, 2110, Counties Manukau",Counties Manukau,Northern
life-pharmacy-st-heliers-auckland,Life Pharmacy St Heliers,St Heliers Bay Pharmacy Limited,"23 St Heliers Bay Road, St Heliers, Auckland 1071, Auckland",Auckland,Northern
life-pharmacy-st-lukes-auckland,Life Pharmacy St Lukes,St Lukes Pharmacy Holdings Limited,"Westfield St Lukes, Shop 524, 80 St Lukes Road, Mount Albert, Auckland, 1025, Auckland",Auckland,Northern
life-pharmacy-sylvia-park-auckland,Life Pharmacy Sylvia Park,Life Pharmacy Sylvia Park Limited,"Sylvia Park Retail Centre Sylvia Park, 286 Mt Wellington Highway Mt Wellington AUCKLAND 1060, Auckland",Auckland,Northern
life-pharmacy-takapuna-waitemat,Life Pharmacy Takapuna,Shore City Pharmacy (2010) Limited,"Westfield Shore City 52-56 Anzac Street Takapuna Auckland 0622, Waitematā",Waitematā,Northern
lifeline-pharmacy-auckland,Lifeline Pharmacy,Lifeline Pharmacy Limited,"230 Great South Road Otahuhu Auckland 1062, Auckland",Auckland,Northern
lincoln-mall-pharmacy-limited-waitemat,Lincoln Mall Pharmacy Limited,Lincoln Mall Pharmacy Limited,"Unit 1A3/192  Universal Drive Henderson Auckland 0610, Waitematā",Waitematā,Northern
lockington-s-medical-centre-pharmacy-auckland,Lockington's Medical Centre Pharmacy,Lockingtons Pharmacy Limited,"Tenancy 2, 223 Stoddard Road, Mt Roskill, Auckland, 1041, Auckland",Auckland,Northern
lockington-s-pharmacy-limited-auckland,Lockington's Pharmacy Limited,Lockingtons Pharmacy Limited,"198-202 Stoddard Road Mount Roskill Auckland 1041, Auckland",Auckland,Northern
mahia-road-pharmacy-counties-manukau,Mahia Road Pharmacy,Mount Street Pharmacy Limited,"153 Mahia Road Wattle Downs AUCKLAND 2103, Counties Manukau",Counties Manukau,Northern
mangawhai-pharmacy-northland,Mangawhai Pharmacy,Mangawhai Pharmacy 2017 Limited,"12C Wood Street Mangawhai Heads Mangawhai 0505, Northland",Northland,Northern
mangere-bridge-pharmacy-limited-counties-manukau,Mangere Bridge Pharmacy Limited,Mangere Bridge Pharmacy Limited,"23C & D Coronation Road, Mangere Bridge, Auckland, 2022, Counties Manukau",Counties Manukau,Northern
mangere-health-centre-pharmacy-counties-manukau,Mangere Health Centre Pharmacy,Mangere Pharmacies Limited,"6 Waddon Place, Mangere, Auckland, 2022, Counties Manukau",Counties Manukau,Northern
mangere-pharmacy-counties-manukau,Mangere Pharmacy,Mangere Pharmacies Limited,"Mangere Town Centre Shop 48, 93 Bader Drive, Mangere, Auckland, 2022, Counties Manukau",Counties Manukau,Northern
manukau-medical-pharmacy-counties-manukau,Manukau Medical Pharmacy,MHP Limited,"18 Manukau Station Road Manukau AUCKLAND 2104, Counties Manukau",Counties Manukau,Northern
manurewa-medical-centre-pharmacy-counties-manukau,Manurewa Medical Centre Pharmacy,Manurewa Medical Centre Pharmacy Limited,"Manurewa Medical Centre, Ground Floor 157 Great South Road Manurewa AUCKLAND 2102, Counties Manukau",Counties Manukau,Northern
marsden-cove-pharmacy-northland,Marsden Cove Pharmacy,Marsden Cove Pharmacy Limited,"1B Ngawaka Lane, One Tree Point, 0118, Northland",Northland,Northern
massey-unichem-pharmacy-waitemat,Massey Unichem Pharmacy,Massey Pharmacy (2002) Limited,"Unit D, 396 Don Buck Road, Massey, Auckland, 0614, Waitematā",Waitematā,Northern
matakana-pharmacy-waitemat,Matakana Pharmacy,Matakana Pharmacy Limited,"Shop 16, 2 Matakana Valley Road Matakana 0985, Waitematā",Waitematā,Northern
maunu-pharmacy-ltd-northland,Maunu Pharmacy Ltd,Maunu Pharmacy Limited,"115A Maunu Road Woodhill WHANGAREI 0110, Northland",Northland,Northern
maxcare-pharmacy-auckland,Maxcare Pharmacy,Maxcare Pharmacy Limited,"4/225 Great South Road Otahuhu Auckland 1062, Auckland",Auckland,Northern
mclaren-park-pharmacy-waitemat,McLaren Park Pharmacy,McLaren Park Pharmacy 2007 Limited,"7/80 Bruce McLaren Road Henderson AUCKLAND 0612, Waitematā",Waitematā,Northern
meadowbank-corner-chemist-auckland,Meadowbank Corner Chemist,UA2 Investments Limited,"2 Blackett Crescent, Meadowbank, Auckland, 1072, Auckland",Auckland,Northern
medicines-to-midnight-auckland,Medicines to Midnight,Ahirangi Allied Limited,"Shop 3, 160 Broadway Newmarket Auckland 1023, Auckland",Auckland,Northern
medplus-pharmacy-waitemat,Medplus Pharmacy,Medplus Pharmacy 2024 Limited,"327 Lake Road Hauraki Auckland 0622, Waitematā",Waitematā,Northern
milford-nutritional-pharmacy-waitemat,Milford Nutritional Pharmacy,Tatri Pharmacy Limited,"Shop 2, 119 Kitchener Road, Milford, Auckland, 0620, Waitematā",Waitematā,Northern
millhouse-pharmacy-auckland,Millhouse Pharmacy,Easy Pharmacy Limited,"Unit 1 128 Millhouse Drive Northpark Auckland 2013, Auckland",Auckland,Northern
millwater-parkway-pharmacy-waitemat,Millwater Parkway Pharmacy,Millwater Parkway Pharmacy Limited,"Unit 19, 175 Millwater Parkway Silverdale 0932, Waitematā",Waitematā,Northern
mission-bay-pharmacy-auckland,Mission Bay Pharmacy,MedicoPharm Limited,"3 Patteson Avenue Mission Bay AUCKLAND 1071, Auckland",Auckland,Northern
mt-albert-village-pharmacy-auckland,Mt Albert Village Pharmacy,Mt Albert Village Pharmacy Limited,"901 New North Road, Mount Albert, Auckland 1025, Auckland",Auckland,Northern
mt-eden-pharmacy-auckland,Mt Eden Pharmacy,JWFA Investments Limited,"431 Mt Eden Road Mt Eden Auckland 1024, Auckland",Auckland,Northern
mydispensary-pharmacy-clinic-waitemat,Mydispensary Pharmacy & Clinic,Henderson Discount Pharmacy Limited,"383 Great North Road, Henderson, Auckland, 0612, Waitematā",Waitematā,Northern
netpharmacy-auckland,Netpharmacy,Article 12 Healthcare Limited,"109 Parnell Road Parnell Auckland 1052, Auckland",Auckland,Northern
new-lynn-west-pharmacy-waitemat,New Lynn West Pharmacy,New Lynn West Dispensary Limited,"84A Titirangi Road New Lynn Auckland 0600, Waitematā",Waitematā,Northern
new-north-pharmacy-limited-auckland,New North Pharmacy Limited,New North Pharmacy Limited,"944 New North Road Mt Albert AUCKLAND 1025, Auckland",Auckland,Northern
new-windsor-pharmacy-auckland,New Windsor Pharmacy,MH Pharmacy Limited,"1/271 - 1/275 New Windsor Road New Windsor Auckland 0600, Auckland",Auckland,Northern
newsham-park-pharmacy-counties-manukau,Newsham Park Pharmacy,Newsham Park Pharmacy Limited,"41-49 Twomey Drive Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
newton-a-z-pharmacy-auckland,Newton A-Z Pharmacy,Newton Pharmacy Holdings Limited,"357 Karangahape Road Auckland Central Auckland 1010, Auckland",Auckland,Northern
newton-pharmacy-auckland,Newton Pharmacy,Ultra Health Limited,"Shop 2 283 Karangahape Road Auckland Central AUCKLAND 1010, Auckland",Auckland,Northern
north-harbour-pharmacy-waitemat,North Harbour Pharmacy,North Harbour Pharmacy 2015 Limited,"Unit 1, 326 Sunset Road, Windsor Park, Auckland, 0632, Waitematā",Waitematā,Northern
northcare-7-day-pharmacy-waitemat,Northcare 7 Day Pharmacy,Northcare 7 Day Pharmacy Limited,"5 Home Place Rosedale Auckland 0632, Waitematā",Waitematā,Northern
northcote-family-pharmacy-auckland,Northcote Family Pharmacy,Northcote Pharmacy Limited,"26 Kawana Street Northcote Auckland 0627, Auckland",Auckland,Northern
northcross-pharmacy-auckland,Northcross Pharmacy,Northcross Pharmacy (2025) Limited,"855 East Coast Road Northcross Auckland 0630, Auckland",Auckland,Northern
northwest-pharmacy-waitemat,Northwest Pharmacy,Baraka Health Limited,"G01 / 98 Hobsonville Road Hobsonville Auckland 0618, Waitematā",Waitematā,Northern
onehunga-family-pharmacy-auckland,Onehunga Family Pharmacy,Onehunga Family Pharmacy Limited,"163A Onehunga Mall Onehunga AUCKLAND 1061, Auckland",Auckland,Northern
optimus-healthcare-auckland,Optimus Healthcare,Optimus Healthcare 2025 Limited,"4B Walls Road, Penrose, Auckland, 1061, Auckland",Auckland,Northern
ormiston-kiwi-chemist-counties-manukau,Ormiston Kiwi Chemist,Ormiston Pharmacy Limited,"211 Ormiston Road, Flatbush, Auckland, 2019, Counties Manukau",Counties Manukau,Northern
orrs-kowhai-pharmacy-northland,Orrs Kowhai Pharmacy,Orrs Rust Ave Pharmacy Limited,"Units B & C, Kowhai Court, 27 Rust Avenue, Whangarei, 0110, Northland",Northland,Northern
orrs-unichem-pharmacy-ruakaka-northland,Orrs Unichem Pharmacy Ruakaka,Orrs Ruakaka Pharmacy Limited,"Shop 16, Ruakaka Town Centre 378 Marsden Point Road RUAKAKA 0151, Northland",Northland,Northern
otahuhu-7-day-chemist-auckland,Otahuhu 7 Day Chemist,Millwater Parkway Pharmacy Limited,"15 - 23 Station Road Otahuhu Auckland 1062, Auckland",Auckland,Northern
otahuhu-community-pharmacy-auckland,Otahuhu Community Pharmacy,Otahuhu Community Pharmacy Limited,"115 Church Street Otahuhu Auckland 1062, Auckland",Auckland,Northern
otaika-pharmacy-northland,Otaika Pharmacy,H&L Healthcare Limited,"Shop 2 & 3, Otaika Shopping Centre 147a Otaika Road Raumanga Whangarei 0110, Northland",Northland,Northern
pahurehure-pharmacy-counties-manukau,Pahurehure Pharmacy,OZ Pharma Limited,"Pahurehure Shopping Centre, Shops 7 & 7A, Corner of Elliot Street & Rushgreen Avenue, Papakura, Auckland 2113, Counties Manukau",Counties Manukau,Northern
paihia-pharmacy-northland,Paihia Pharmacy,B and P Pharmacy Limited,"4 Williams Road, Paihia, 0200, Northland",Northland,Northern
pakuranga-pharmacy-auckland,Pakuranga Pharmacy,Pakuranga Pharmacy Limited,"Unit 23, 71 Jellicoe Road, Panmure, Auckland, 1072,, Auckland",Auckland,Northern
panmure-pharmacy-auckland,Panmure Pharmacy,Medpharm Group Limited,"200 Queens Road Panmure Auckland 1072, Auckland",Auckland,Northern
papakura-marae-pharmacy-counties-manukau,Papakura Marae Pharmacy,Pharmacy Services Limited,"29 Hunua Road PAPAKURA 2110, Counties Manukau",Counties Manukau,Northern
papatoetoe-discount-pharmacy-auckland,Papatoetoe Discount Pharmacy,Clendon Pharmacy Limited,"32 King Street Papatoetoe Auckland 2104, Auckland",Auckland,Northern
parkside-pharmacy-auckland-limited-auckland,Parkside Pharmacy Auckland Limited,Parkside Pharmacy Auckland Limited,"Level 9, 57 Fort Street, Auckland Central, Auckland, 1010, Auckland",Auckland,Northern
pharmacy-455-mt-eden-auckland,Pharmacy 455 Mt Eden,JWFA Investments Limited,"455D Mt Eden Road Mt Eden Auckland 1024, Auckland",Auckland,Northern
pharmacy-at-quay-park-2018-limited-auckland,Pharmacy At Quay Park (2018) Limited,Pharmacy At Quay Park (2018) Limited,"68 Beach Road Auckland Central Auckland 1010, Auckland",Auckland,Northern
pharmacy-direct-waitemat,Pharmacy Direct,Pharmacy Direct North Shore Limited,"45A Paul Matthews Road Rosedale AUCKLAND 0632, Waitematā",Waitematā,Northern
pharmacy-on-dominion-auckland,Pharmacy On Dominion,Pharmacy On Dominion Limited,"504 Dominion Road, Mt Eden, Auckland, 1024, Auckland",Auckland,Northern
pharmacy-on-shakespeare-waitemat,Pharmacy on Shakespeare,Pharmacy on Shakespeare Limited,"213 Shakespeare Road Takapuna Auckland 0620, Waitematā",Waitematā,Northern
pharmacy-plus-counties-manukau,Pharmacy Plus,Pharmacy Plus (2006) Limited,"161 Great South Road, Papakura, 2110, Counties Manukau",Counties Manukau,Northern
pharmcare-pharmacy-waitemat,PharmCare Pharmacy,NutriRx Limited,"3084 Great North Road, New Lynn, Auckland, 0600, Waitematā",Waitematā,Northern
pharmville-st-albans-pharmacy-auckland,Pharmville St Albans Pharmacy,Pharmville NZ Limited,"Unit 6, 433 Dominion Road Mt Eden Auckland 1024, Auckland",Auckland,Northern
pilldrop-pharmacy-auckland,PillDrop Pharmacy,Pilldrop Software Limited,"3 Dryden Place, Mount Wellington, Auckland 1051, Auckland",Auckland,Northern
pohutukawa-coast-pharmacy-counties-manukau,Pohutukawa Coast Pharmacy,Pohutukawa Coast Pharmacy Limited,"Unit 4, 129A Beachlands Road Beachlands Auckland 2018, Counties Manukau",Counties Manukau,Northern
pokeno-pharmacy-counties-manukau,Pokeno Pharmacy,Pokeno Pharmacy Limited,"31 Great South Road, Pokeno, 2402, Counties Manukau",Counties Manukau,Northern
prochem-pharmacy-auckland,Prochem Pharmacy,Prochem Pharmacy Limited,"1862 Great North Road Avondale AUCKLAND 1026, Auckland",Auckland,Northern
prohealth-manukau-pharmacy-counties-manukau,ProHealth Manukau Pharmacy,ProHealth Manukau Pharmacy Limited,"Unit A, 8/597 Great South Road, Manukau, Auckland, 2104, Counties Manukau",Counties Manukau,Northern
prohealth-panmure-pharmacy-auckland,ProHealth Panmure Pharmacy,ProHealth Panmure Pharmacy Limited,"136 Queens Road Panmure Auckland 1072, Auckland",Auckland,Northern
prohealth-pharmacy-papatoetoe-counties-manukau,ProHealth Pharmacy Papatoetoe,ProHealth Pharmacy Limited,"230C Great South Road, Papatoetoe, Auckland, 2025, Counties Manukau",Counties Manukau,Northern
pukekohe-plaza-pharmacy-counties-manukau,Pukekohe Plaza Pharmacy,D J Pharmacy Limited,"Shop T6, 7 Wesley Street Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
pukekohe-south-pharmacy-counties-manukau,Pukekohe South Pharmacy,Priyanjali Investments Limited,"241 Manukau Road Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
queen-street-pharmacy-services-limited-auckland,Queen Street Pharmacy Services Limited,Queen Street Pharmacy Services Limited,"31 Queen Street, Otahuhu, Auckland, 1062, Auckland",Auckland,Northern
ranui-pharmacy-waitemat,Ranui Pharmacy,Ranui Pharmacy Limited,"421 Swanson Road Ranui AUCKLAND 0612, Waitematā",Waitematā,Northern
ray-pharmacy-meadowbank-auckland,Ray Pharmacy Meadowbank,Ray Fashion Limited,"10A / 35 St Johns Road St Johns Auckland 1072, Auckland",Auckland,Northern
redhills-pharmacy-waitemat,RedHills Pharmacy,Red Hills Limited,"Unit 4, 3 Red Hills Road Massey Auckland 0614, Waitematā",Waitematā,Northern
remuera-pharmacy-limited-auckland,Remuera Pharmacy Limited,Remuera Pharmacy Limited,"377 Remuera Road Remuera AUCKLAND 1050, Auckland",Auckland,Northern
richmond-road-pharmacy-auckland,Richmond Road Pharmacy,Richmond Road Pharmacy Limited,"446 Richmond Road Grey Lynn AUCKLAND 1021, Auckland",Auckland,Northern
roskill-healthcare-pharmacy-auckland,Roskill Healthcare Pharmacy,Roskill Healthcare Pharmacy Limited,"1011 Dominion Road Mount Roskill AUCKLAND 1041, Auckland",Auckland,Northern
royal-heights-pharmacy-waitemat,Royal Heights Pharmacy,Alchemy Royal Heights Limited,"Shops 7 & 10, 138 Royal Road, Massey, Auckland, 0614, Waitematā",Waitematā,Northern
royal-oak-pharmacy-auckland,Royal Oak Pharmacy,NDL Pharmaceuticals Limited,"703A Manukau Road Royal Oak AUCKLAND 1023, Auckland",Auckland,Northern
royal-road-pharmacy-waitemat,Royal Road Pharmacy,Alchemy Royal Heights Limited,"38 Royal Road, Massey, Auckland, 0614, Waitematā",Waitematā,Northern
rust-avenue-pharmacy-northland,Rust Avenue Pharmacy,Rust Avenue Dispensary (1999) Limited,"22 Rust Avenue, Central, Whangarei, 0110, Northland",Northland,Northern
savemart-pharmacy-auckland,SaveMart Pharmacy,Horizon Health Logistics Limited,"Shops 2 & 3 1224-1226 Dominion Road Mount Roskill Auckland 1041, Auckland",Auckland,Northern
seddon-pharmacy-counties-manukau,Seddon Pharmacy,Seddon Pharmacy 2022 Limited,"Unit 1, 13A Hall Street Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
shorecare-pharmacy-waitemat,Shorecare Pharmacy,Watapo Limited,"Tenancy 8B, The Boulevard Smales Farm, 74 Taharoto Road Takapuna Auckland 0622, Waitematā",Waitematā,Northern
silverdale-clinic-pharmacy-waitemat,Silverdale Clinic Pharmacy,Silverdale Clinic Pharmacy Limited,"2/7 Polarity Rise Silverdale Auckland 0932, Waitematā",Waitematā,Northern
smartcare-pharmacy-auckland,Smartcare Pharmacy,Smart Health Enterprises Limited,"137 Queens Road, Panmure, Auckland, 1072, Auckland",Auckland,Northern
snells-beach-pharmacy-waitemat,Snells Beach Pharmacy,Spotted Fat Cat Limited,"Shop 1/347 Mahurangi East Road Snells Beach Auckland 0920, Waitematā",Waitematā,Northern
southmall-pharmacy-counties-manukau,Southmall Pharmacy,MSN Health Limited,"Unit F, 185 Great South Road Manurewa AUCKLAND 2102, Counties Manukau",Counties Manukau,Northern
st-george-pharmacy-counties-manukau,St George Pharmacy,Goundar's Pharmacy Limited,"Unit B, 18 St George Street Papatoetoe Auckland 2025, Counties Manukau",Counties Manukau,Northern
st-heliers-pharmacy-auckland,St Heliers Pharmacy,AVYRA Pharmaceuticals Limited,"12 Polygon Road, St Heliers, Auckland, 1071, Auckland",Auckland,Northern
st-lukes-medical-pharmacy-auckland,St Lukes Medical Pharmacy,Nouveau Limited,"52 St Lukes Road, Mount Albert, Auckland, 1025, Auckland",Auckland,Northern
sunnynook-link-pharmacy-waitemat,Sunnynook Link Pharmacy,Link Pharmacy Limited,"4/146 Sunnynook Road Sunnynook Auckland 0620, Waitematā",Waitematā,Northern
swanson-pharmacy-waitemat,Swanson Pharmacy,Swanson Pharmacy (2018) Limited,"708D Swanson Road Swanson Auckland 0612, Waitematā",Waitematā,Northern
takapuna-beach-pharmacy-auckland,Takapuna Beach Pharmacy,Nile GP Limited,"Front ground level, 87 Hurstmere road Takapuna Auckland 0622, Auckland",Auckland,Northern
takapuna-pharmacy-waitemat,Takapuna Pharmacy,AARIA Pharmaceuticals Limited,"463 Lake Road Takapuna Auckland 0622, Waitematā",Waitematā,Northern
te-hiku-pharmacy-northland,Te Hiku Pharmacy,Te Hiku Pharmacy Limited,"49 Redan Road Kaitaia 0410, Northland",Northland,Northern
te-puna-hauora-pharmacy-waitemat,Te Puna Hauora Pharmacy,Nivaaah Limited,"58 Akoranga Drive Northcote Auckland 0627, Waitematā",Waitematā,Northern
the-capsule-pharmacy-counties-manukau,The Capsule Pharmacy,Coelho's Pharmacy Limited,"Shops 6 & 7, 231-233 Great South Road Drury Auckland 2113, Counties Manukau",Counties Manukau,Northern
the-caring-pharmacy-waitemat,The Caring Pharmacy,Caring Pharmacy Services Limited,"411 Great North Road Henderson Auckland 0612, Waitematā",Waitematā,Northern
the-medication-management-hub-auckland,The Medication Management Hub,Pharmacy Care Group Limited,"382 Manukau Road Epsom Auckland 1023, Auckland",Auckland,Northern
the-pharmacy-manurewa-counties-manukau,The Pharmacy Manurewa,Healing Pharmacy Services Limited,"7 Halver Road Hillpark Auckland 2102, Counties Manukau",Counties Manukau,Northern
thornton-s-pharmacy-auckland,Thornton's Pharmacy,Avondale Community Pharmacy Limited,"1895 Great North Road Avondale Auckland 1026, Auckland",Auckland,Northern
titirangi-pharmacy-waitemat,Titirangi Pharmacy,Titirangi Village Pharmacy Limited,"408 Titirangi Road Titirangi Auckland 0604, Waitematā",Waitematā,Northern
turuki-pharmacy-counties-manukau,Turuki Pharmacy,Turuki Pharmacy Limited,"2/32 Canning Crescent Mangere Auckland 2022, Counties Manukau",Counties Manukau,Northern
turuki-pharmacy-panmure-auckland,Turuki Pharmacy Panmure,Turuki Pharmacy Panmure Limited,"62 Queens Road Panmure Auckland 1072, Auckland",Auckland,Northern
unichem-115-queen-street-pharmacy-auckland,Unichem 115 Queen Street Pharmacy,Chemist Express Limited,"115 Queen Street, Auckland Central, Auckland, 1010, Auckland",Auckland,Northern
unichem-218-ponsonby-pharmacy-auckland,Unichem 218 Ponsonby Pharmacy,218PP Limited,"218 Ponsonby Road Ponsonby Auckland 1011, Auckland",Auckland,Northern
unichem-apollo-drive-pharmacy-waitemat,Unichem Apollo Drive Pharmacy,Apollo Pharmacy (2014) Limited,"119 Apollo Drive, Rosedale, Auckland, 0632, Waitematā",Waitematā,Northern
unichem-aviemore-pharmacy-counties-manukau,Unichem Aviemore Pharmacy,Kwok Health Care Limited,"Shop 1A, 5 Aviemore Drive Highland Park Auckland 2010, Counties Manukau",Counties Manukau,Northern
unichem-bairds-pharmacy-counties-manukau,Unichem Bairds Pharmacy,Family Care 7 Day Pharmacy Limited,"Unit 2, 3 Watford Street Otara Auckland 2023, Counties Manukau",Counties Manukau,Northern
unichem-beachlands-pharmacy-counties-manukau,Unichem Beachlands Pharmacy,Beachlands Pharmacy Limited,"43 Wakelin Road, Beachlands, Auckland, 2018, Counties Manukau",Counties Manukau,Northern
unichem-botany-junction-pharmacy-counties-manukau,Unichem Botany Junction Pharmacy,Chemist Works Limited,"110 Michael Jones Drive, Flatbush, Auckland, 2016, Counties Manukau",Counties Manukau,Northern
unichem-botany-pharmacy-counties-manukau,Unichem Botany Pharmacy,Botany Pharmacy Limited,"Botany Medical and Urgent Care, Botany Town Centre 2 Market Square East Tamaki Auckland 2013, Counties Manukau",Counties Manukau,Northern
unichem-browns-bay-pharmacy-waitemat,Unichem Browns Bay Pharmacy,Browns Bay Pharmacy (2018) Limited,"66 Clyde Road Browns Bay Auckland 0630, Waitematā",Waitematā,Northern
unichem-browns-road-pharmacy-counties-manukau,Unichem Browns Road Pharmacy,Browns Road Community Pharmacy Limited,"Unit 7, 235 Browns Road, Manukau, Auckland, 2102, Counties Manukau",Counties Manukau,Northern
unichem-buchanan-s-pharmacy-northland,Unichem Buchanan's Pharmacy,Buchanan's Pharmacy Limited,"Shops 1-5, Paramount Plaza 81 Paramount Parade Tikipunga WHANGAREI 0112, Northland",Northland,Northern
unichem-buchanans-kiripaka-pharmacy-northland,Unichem Buchanans Kiripaka Pharmacy,Buchanan's Pharmacy Limited,"157 Kiripaka Road Tikipunga Whangarei 0110, Northland",Northland,Northern
unichem-buchanans-mansfield-pharmacy-northland,Unichem Buchanans Mansfield Pharmacy,Buchanan's Pharmacy Limited,"7 Mansfield Terrace Regent Whangarei 0112, Northland",Northland,Northern
unichem-campus-pharmacy-auckland,Unichem Campus Pharmacy,Centre Pharmacy Limited,"Room 193, Building 315, Level 1, Student Commons, 9 Symonds Street, Auckland CBD, AUCKLAND, 1010, Auckland",Auckland,Northern
unichem-clevedon-road-pharmacy-counties-manukau,Unichem Clevedon Road Pharmacy,CR Pharmacy Limited,"76 Clevedon Road, Papakura, Auckland, 2110, Counties Manukau",Counties Manukau,Northern
unichem-cox-s-7-day-pharmacy-auckland,Unichem Cox's 7 Day Pharmacy,Cox's 7 Day Pharmacy Limited,"2 Mayfair Place Glen Innes Auckland 1072, Auckland",Auckland,Northern
unichem-dannemora-pharmacy-counties-manukau,Unichem Dannemora Pharmacy,Dannemora Community Pharmacy Limited,"Unit B, 1 Redcastle Drive East Tamaki Auckland 2013, Counties Manukau",Counties Manukau,Northern
unichem-dennis-hanna-pharmacy-waitemat,Unichem Dennis Hanna Pharmacy,Glenfield Family Pharmacy Limited,"Shop 1, 575 Glenfield Road Glenfield Auckland 0629, Waitematā",Waitematā,Northern
unichem-eden-quarter-pharmacy-auckland,Unichem Eden Quarter Pharmacy,EQP 2019 Limited,"Shop 9B, 296A Dominion Road, Mount Eden, Auckland, 1024, Auckland",Auckland,Northern
unichem-ellerslie-pharmacy-auckland,Unichem Ellerslie Pharmacy,EL Pharmacy Limited,"125 Main Highway, Ellerslie, Auckland 1051, Auckland",Auckland,Northern
unichem-family-healthcare-pharmacy-auckland,Unichem Family Healthcare Pharmacy,Family Health Care Pharmacy Limited,"Unit 4, 627 Mt Wellington Highway Mt Wellington AUCKLAND 1062, Auckland",Auckland,Northern
unichem-fred-thomas-pharmacy-waitemat,Unichem Fred Thomas Pharmacy,Fred Thomas Pharmacy (2015) Limited,"2 Fred Thomas Drive Takapuna AUCKLAND 0622, Waitematā",Waitematā,Northern
unichem-gateway-pharmacy-counties-manukau,Unichem Gateway Pharmacy,Takanini Gateway Limited,"Shop 26/108 Great South Road Takanini 2112, Counties Manukau",Counties Manukau,Northern
